source_position,item_code,uom,display_name,category,detected_brand,detected_model,state,round_first_seen,round_last_touched,tiers_tried,official_product_page,official_image_url,image_px_w,image_px_h,image_bytes,image_sha256,match_confidence,finish_exact,model_exact,uom_assessment,rights_status,researcher_decision,verifier_verdict,machine_gate,reason,human_action
4869,MAR-PEN-RED,PCS,Sharpie Fine Point P/marker (ls)- Red,Hand Tools,Sharpie,Sharpie Fine Point Permanent Marker - Red,verified_pass,1,1,1,https://bluemartin.com.my/products/sharpie-fine-point-permanent-marker---red,https://img.myshopline.com/image/store/1704420848892/Sharpie-Fine-Point-Permanent-Marker-Red.png?w=1414&h=2000&q=80,1414,2000,151020,d1b7e246230a252a87ce0d93d93579f5c5d6ea4ccafd7f3f7f591b9943a5bfe0,B,yes,yes,"Red fine-point permanent marker, single pen (Ekoway '(ls)' = loose/single)",unknown,candidate,pass,,"action=search; q:sharpie fine point permanent marker red site:.com.my; p:https://bluemartin.com.my/products/sharpie-fine-point-permanent-marker---red; Blue Martin (MY stationery wholesaler) product page quotes the exact red fine-point variant with dedicated product photo (1414x2000 PNG on Shopline CDN). Official sharpie.com returned 403 to fetching, so authorised-distributor retailer page used. Authorised status not verifiable.",request_image_rights_from_Sharpie
6941,OUT-CON-RUB-BLACK-318,PCS,38MM Rubber Inlet Connector-black,Other,TECHPLAS,FAC-1005C,verified_pass,1,1,1,https://techplas.com.my/products/parts-of-flushing-cistern/accessories/fac-1005c/,https://techplas.com.my/wp-content/uploads/2022/08/FAC-1005C-600x600.jpg,1400,1400,53267,b93b74eba3a87c4e3db3e5bad882497cc31e41eedac4e255b4ba6e04cb1e15a8,A,yes,yes,Page description quotes '38mm Rubber Inlet Connector'; SKU FAC-1005C; black colour confirmed by distributor listing 'TEC,needs_permission,candidate,pass,,"action=search; q:rubber ""inlet connector"" 38mm black malaysia; p:https://techplas.com.my/products/parts-of-flushing-cistern/accessories/fac-1005c/; techplas.com.my is the manufacturer's own site (Prominent Image Sdn Bhd, Rawang). Heading 'FAC-1005C' and overview '38mm Rubber Inlet Connector' quoted from returned page text. Direct wp-content/uploads JPG at 600px.",request_image_rights_from_TECHPLAS
4795,"IND-IRON-BUSH-1/2""",PCS,Coller Iron Bush 1/2,Home Appliances,,,open,1,1,1,,,,,,,C,,,Generic 'collar iron bush 1/2' pipe/pump spare — no OEM or branded product page exists,unknown,,,,"action=search; q:""iron bush"" collar Malaysia; q:""collar bush"" galvanised site:.com.my; p:https://www.sonichardware.com.my/product; Unbranded commodity. All general search engines unavailable this session (websearch API 429; Bing/DDG/Mojeek/SearX bot-blocked). Checked Sonic Hardware full category tree (512 products) — no iron bush/collar item. Not inventing a source.; tier1_no_result",
7530,"GUN-GRE-NIP-90 3/8""",PCS,S. K Unf 90 Degree Grease Nipple 3/8,Fasteners & Fixings,S.K,,open,1,1,1,,,,,,,C,,,"'S.K' UNF 90deg 3/8 grease nipple — brand unverifiable, no retailer/OEM page reached",unknown,,,,"action=search; q:""grease nipple"" ""S.K"" 90 degree 3/8 UNF Malaysia; q:""grease nipple"" ""3/8"" UNF 90 site:.com.my; q:kvc.com.my/search?q=grease nipple; p:https://www.kvc.com.my/search?q=grease%20nipple; p:https://theleedenstore.com.my/?s=grease+nipple&post_type=product; Bing served junk SERPs to scraper, DuckDuckGo/Mojeek/SearX captcha-walled. KVC search is JS-only shell; Leeden (welding/safety) has zero results; Sonic stocks grease guns but no nipples. No legitimate page+image obtainable.; tier1_no_result",
4059,PAI-BRU-086-65MM,PCS,086 Cs Nylon Paint Brush 2-1/2,Paint & Sundries,,,open,1,1,1,,,,,,,C,,,'086 CS Nylon' paint brush 65mm/2-1/2in — model series not found at any reachable MY retailer,unknown,,,,"action=search; q:""086"" CS nylon paint brush Malaysia site:.com.my; q:sonic hardware paint brush category scan; p:https://www.sonichardware.com.my/categories-listing/category/177-paint-brush; Sonic paint-brush range only lists Paint Brush 680, Paint Brush 633, Wool Brush, Dog Leg Brush — no 086/CS Nylon series. Search engines down; cannot locate OEM brush maker.; tier1_no_result",
7595,DOR-BOL-PVC,PCS,4 IN PVC Tower Bolt,Fasteners & Fixings,,,open,1,1,1,,,,,,,C,,,"4in PVC tower bolt — generic door hardware, no OEM/distributor product page reached",unknown,,,,"action=search; q:""tower bolt"" PVC 4 inch Malaysia site:.com.my; ; Commodity item. Bing scrape returned irrelevant results; Sonic/Leeden/KVC carry no tower bolts in their server-rendered catalogs.; tier1_no_result",
5619,RIG-TUR-10MM,PCS,Galvanised Turnbuckle 10MM,Lifting & Rigging,,Galvanised Turnbuckle — Size (MM): 10.0MM (PACKING: 10MM = 1BAG = 100PCS),verified_pass,1,1,1,https://www.sonichardware.com.my/categories-listing/product/1076-galvanised-turnbuckle,https://www.sonichardware.com.my/images/com_hikashop/upload/08_galvanised_turnbuckle.jpg,1400,1509,34893,c7c01c1abff9cd4c082c54178c17f7845042c820eaefd879d8ff0b4f307dffef,B,yes,yes,"Galvanised turnbuckle, 10MM variant selectable; single shared catalog photo across sizes",needs_permission,candidate,pass,,"action=search; q:""turnbuckle"" ""10mm"" galvanized site:.com.my; q:site scan: sonichardware.com.my Rigging Hardware > Galvanised Turnbuckle; p:https://www.sonichardware.com.my/product; p:https://www.sonichardware.com.my/categories-listing/category/146-galvanised-turnbuckle; p:https://www.sonichardware.com.my/categories-listing/product/1076-galvanised-turnbuckle; Malaysian wholesaler Sonic Hardware (Sibu/KK). Exact 10.0MM option present on page; photo depicts this product line (jaw type) but is shared across 6–28MM sizes.",request_image_rights_from_source
7125,INK-POT-SMALL,PCS,Small Ink Pot,Other,,,open,1,1,1,,,,,,,C,,,"Small ink pot — generic consumable, no identifiable OEM or MY retail page",unknown,,,,action=search; q:small ink pot hardware Malaysia; ; No brand/model string to anchor on; search infrastructure unavailable; refusing to guess.; tier1_no_result,
7333,SHH-PE-TWINE-380271GG,PCS,380/27 Gg P. E Twine,"Rope, Chain & Netting",,,open,1,1,1,,,,,,,C,,,"380/27 GG PE fishing twine — niche denier/ply code, no supplier page reachable",unknown,,,,"action=search; q:""380/27"" ""PE"" twine; q:""380/27"" twine fishing net Malaysia; ; Bing tokenized away the slash and returned A380/.380 junk; no other engine available. Sonic rope categories have twine-less tree (PE/PP rope only).; tier1_no_result",
6660,FIT-GAL-NIP-18MM,PCS,Galvanised Nipple (280) 18MM,Plumbing,,,open,1,1,1,,,,,,,C,,,"Closest match (Sonic K.C. Nipple, galvanised pipe nipple) offers 12/19/25/32/38/50/75/100MM — no 18MM",needs_permission,,,,"action=search; q:galvanised nipple 18mm Malaysia site:.com.my; q:site scan: sonichardware.com.my Pipe Fitting > KC Nipple; p:https://www.sonichardware.com.my/categories-listing/category/283-kc-nipple; p:https://www.sonichardware.com.my/categories-listing/product/2043-k-c-nipple; Exact 18MM size absent at the only reachable stocking retailer; sibling sizes only, so rules forbid using that image.; tier1_no_result",
7192,BNW-BOL-HTM-M12-50MM,PCS,H/t Bolt - M 12 X 50MM,Fasteners & Fixings,,H/T Bolt - M — M12: 50MM = 1 CTN = 4 BOX X 96PCS (options: M12 / 50.0MM),open,1,1,1,https://www.sonichardware.com.my/categories-listing/product/3278-h-t-bolt-m,https://www.sonichardware.com.my/images/com_hikashop/upload/11_1747060064.jpg,1400,1274,43283,,B,,,Metric high-tensile hex bolt; M12 x 50MM variant explicitly listed in packing table and selectors,needs_permission,candidate,,,action=search; q:high tensile bolt m12x50 malaysia site:.com.my; q:site scan: sonichardware.com.my Fasteners > High Tensile Bolt; p:https://www.sonichardware.com.my/categories-listing/category/239-high-tensile-bolt; p:https://www.sonichardware.com.my/categories-listing/product/3278-h-t-bolt-m; Generic grade HT bolt (unbranded); photo is the retailer's own product shot of this metric HT bolt line; per-length variants share one photo.; family_hero_shared_asset_demoted,request_image_rights_from_source
3716,ROP-PP-04MM,MTR,4MM P. P Rope,"Rope, Chain & Netting",,PP Rope (4MM - 12MM) — Size options include 4.0MM; og:description '3 Strand PP R,open,1,1,1,https://www.sonichardware.com.my/product/product/879-pp-rope-4mm-12mm,https://www.sonichardware.com.my/images/com_hikashop/upload/12__pp_rope_8_strand.jpg,1400,212,28980,ad51b79f0dc467c8bd1a746233b184610f9c29107dc33a75159e7ff9dfc42695,C,yes,yes,4MM polypropylene rope variant confirmed on page; caution: image filename suggests 8-strand while description says 3-str,needs_permission,candidate,fail,,action=search; q:4mm polypropylene rope Malaysia site:.com.my; q:site scan: sonichardware.com.my Link Chain & Rope > PP Rope; p:https://www.sonichardware.com.my/product/product/879-pp-rope-4mm-12mm; Only reachable page listing an exact 4.0MM PP-rope buy option. Image is the page's sole/official product image but may show wrong construction (filename vs description conflict) — flagged rather than hidden.; verifier_disagreement:Asset shows braided 8-strand rope with blue tracers contradicting page's 3-strand PP rope.,
3715,ROP-PE-04MM,MTR,4MM P. E Rope,"Rope, Chain & Netting",,"P.E. Rope — sizes listed: 2.0MM, 2.5MM, 3.0MM only",open,1,1,1,,,,,,,C,,,"Nearest page has no 4MM variant, so its photo cannot depict this SKU",needs_permission,,,,action=search; q:4mm polyethylene rope Malaysia site:.com.my; q:site scan: sonichardware.com.my Link Chain & Rope > PE Rope; p:https://www.sonichardware.com.my/product/product/865-p-e-rope; Sonic P.E. Rope tops out at 3.0MM; no other reachable MY source for a 4MM PE-rope product page this session.; tier1_no_result,
7543,SWI-SOC-MET-740/13A,PCS,13A M/c Floor Socket,Electrical,,,open,1,1,1,,,,,,,C,,,"13A metal-clad floor socket, series code 740 — electrical item outside all reachable retailers; brand behind code uniden",unknown,,,,"action=search; q:13A floor socket metal clad 740 Malaysia; q:""floor socket"" 13A site:.com.my; ; Suspected legacy UK-style (Crabtree/MK-type) series but no OEM page verifiable without a working search engine; no candidate offered.; tier1_no_result",
6205,"PIP-UPVC-4514-6""",MTR,6 (160MM) 4514 X 6M Upvc Pipe,Plumbing,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""4514"" ""UPVC pipe"" site:.com.my; q:""4514"" upvc pipe Malaysia official; p:https://www.hardwarehouse.com.my/catalog_category/145/UPVC/; BS 4514-spec uPVC pressure pipe is a commodity sold under many brands; no OEM identifiable from item code. Retailer UPVC category rendered zero products. Primary websearch API returned HTTP 429 all session.; tier1_no_result",
2747,GAS-REG-GIM-9MM*,PCS,3/8 Gim Gas Regulator,Home Appliances,GIM,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""GIM"" gas regulator site:.com.my; q:""GIM"" ""regulator"" LPG Malaysia; p:https://www.gim.com.my; p:https://theleedenstore.com.my/?s=gim+regulator&post_type=product; GIM official domain gim.com.my exists but is parked 'under construction' with no product content; Leeden Store stocks no GIM regulators; remaining listings are marketplaces only, excluded by policy.; tier1_no_result",
4916,WIR-BRC-213X4X8-2.3MM,PCS,213 X 4 X 8 Brc,Other,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""BRC"" ""213"" wire mesh Malaysia official; q:brc wire mesh 2.3mm panel; p:https://www.brc.com.my/; p:https://www.brc.com.my/brc-wire-mesh; 'BRC' welded wire mesh is a generic commodity; brc.com.my (Chun Hoe Trading) publishes only a family page with specifications section empty and no size-specific product/image for the 213x4x8 2.3mm variant.; tier1_no_result",
4787,"CUT-DIS-AKODA-4""-D3",PCS,Akoda 4 Diamond Blade Thin Turbo D3,Abrasives & Cutting,AKODA,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""Akoda"" diamond blade ""D3""; q:""akoda"" ""D3"" turbo; p:https://www.akoda.com.my/index.php?ws=ourproducts&cid=356051&cat=SELECTED-VERSION-Small-Diamond-Blade; p:https://www.akoda.com.my/index.php?ws=ourproducts&cid=356049&cat=DEMON-SERIALS-Small-Diamond-Blade; p:https://www.akoda.com.my/index.php?ws=ourproducts&cid=493613&cat=BLACK-SERIES-Small-Diamond-Blade; OEM site akoda.com.my (Akoda Resources Sdn Bhd) verified live; full small-blade catalogue lists AS04/AD04/AB04 series only - no 'D3' model anywhere on site, so no exact-variant page/image exists.; tier1_no_result",
6296,COC-BAL-VIP-319-SS18MM,PCS,319 3/4 Vip Union Lever Bib Tap,Plumbing,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""VIP"" ""319"" bib tap site:.com.my; ; No admissible OEM/distributor page verifiable; websearch provider down (HTTP 429) and Bing/DDG/Yandex/Mojeek/SearX fallbacks blocked or returning junk.; tier1_no_result",
6418,"BRA-S/STEEL-L-10""X6""",SET,"S/steel L Bracket - 10""X6",Plumbing,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:stainless steel L bracket 10"" x 6"" site:.com.my; ; Plain stainless L-bracket is an unbranded generic commodity with no OEM presence; no branded listing verifiable within allowed sources.; tier1_no_result",
6316,VAL-BAL-MIN-BV3WM,PCS,Sanwa 3 Way Mini Ball Valve 1/2 M/m/m,Plumbing,SANWA,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""SANWA"" ""mini ball valve"" site:.com.my; q:""Sanwa"" ""ball valve"" Malaysia; p:https://senhq.com.my/?s=sanwa+ball+valve&post_type=product; p:https://www.kvc.com.my/; senhq.com.my unreachable (transport error), kvc.com.my is a JS-gated B2B portal with no server-rendered results; no OEM/distributor page for BV3WM verifiable.; tier1_no_result",
5193,DOR-LOC-CYL-SMR-3300,SET,Smr 3300 Cylindrical Lock (v/p),Locks & Security,SMR,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""SMR"" ""3300"" cylindrical lock; q:""SMR"" 3300 lock Malaysia; ; No official SMR lock domain or authorised-distributor product page verifiable; search infrastructure unavailable throughout session.; tier1_no_result",
3525,PYE-JNT-COM-SUR-5KG,TIN,PYE Joint Compound Surface 5KG,Building Materials,PYE,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""PYE"" ""joint compound"" Malaysia; q:""PYE"" joint compound surface 5KG site:.com.my; p:https://www.hardwarehouse.com.my/catalog_brand/35/PYE/; p:https://www.pye.com.my; Hardware House lists PYE as a stocked brand but its product grids are JS-rendered (empty via fetch); pye.com.my unreachable (transport error); exact 5KG Surface Joint Compound page/image not verifiable.; tier1_no_result",
4616,PAI-HAN-ROC-1148#,PCS,Rockey 4.5M Twist Paint Roller 1148,Paint & Sundries,ROCKEY,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""ROCKEY"" paint roller ""1148""; ; No OEM/distributor page for Rockey twist-handle roller #1148 verifiable in allowed sources.; tier1_no_result",
5453,CUT-KNI-LC-500B,PCS,Tajima Utility Knife 500,Hand Tools,TAJIMA,KNILC500B,verified_pass,1,1,1,https://www.tajimatool.com/product/lc-500/,https://www.tajimatool.com/wp-content/uploads/2017/11/LC500_3.jpg,520,485,27178,a32d8984d1577924389a58d9dbacbd7f4762c8634774d987110ace49ff35db54,B,yes,yes,"Heavy-duty 18mm auto-lock cutter knife, in-handle blade storage, ships with 3 Endura blades; alternate gallery images on",needs_permission,candidate,pass,,"action=search; q:""Tajima"" ""LC-500"" cutter knife; q:""Tajima"" LC-500 utility knife; p:https://www.tajimatool.com/?s=lc500&post_type=product; p:https://www.tajimatool.com/?s=lc-500&post_type=product; p:https://www.tajimatool.com/product/lc-500/; Official Tajima Tool Corporation global product page quotes Item Code 'LC-500'; the '-B' suffix in Ekoway's code is not published as a separate variant on the OEM site, so matched to the base LC-500 utility knife.",request_image_rights_from_TAJIMA
5662,GAS-ROL-WK-PP9628-R5,PCS,5 Wheel Plastic Gas Cylinder Stand,Locks & Security,,,open,1,1,1,,,,,,,C,,,,unknown,,,,"action=search; q:""PP9628""; q:""PP9628"" gas cylinder stand; ; Unbranded plastic gas-cylinder stand import; no OEM or authorised-distributor page verifiable outside marketplaces.; tier1_no_result",
6750,"PIP-UPVC-4514-3""",MTR,"3""(82MM) 4514 X 6M Upvc Pipe",Plumbing,Wing Soon (WSI),WSI WING SOON PVC-U PIPE (SIRIM) PC000707 MS 1063 : 2002,open,1,1,1,https://wingsoon.com.my/upvc-pipe-white,https://wingsoon.com.my/wp-content/uploads/2018/12/pvc_pipe.jpg,1880,573,175927,9c5f3d0cf9876451d846ffaec4190be16b5166b92d5fcd57c661c67486a40abe,C,no,yes,"White SWV uPVC pipe, BS 4514 / MS 1063, 82MM (3"")",needs_permission,candidate,fail,,"action=search; q:""UPVC"" pipe ""4514"" 82MM site:.com.my (provider 429); q:""UPVC"" pipe ""4514"" Malaysia; p:https://wingsoon.com.my/upvc-pipe-white; '4514' is the BS 4514 standard designation for Soil/Waste/Vent uPVC pipe, not a brand model; SKU carries no brand. Wing Soon is an official Malaysian pipe manufacturer whose page explicitly lists 82MM(3"") white SWV pipe under 'BS 4514 MS 1063'. Caveats: OEM spec length is 5.8m vs SKU nominal 6m, and image is the manufacturer's white-pipe product photo rather than a length-specific shot.; verifier_disagreement:Image is dark grey/black stacked pipe banner, visibly not white UPVC pipe required by name.",
5471,BRO-MOP-MRMOP-M,PCS,41022 Mr Mop (m) Fine Cotton Mop,Housewares,PCN (Perusahaan Chuan Nam Sdn Bhd),M 4102-H MR.Mop Head M,open,1,1,1,https://www.pcn.com.my/usr/product.aspx?pgid=4&id=700&lang=en,https://www.pcn.com.my/data/prod/1573092818_no.jpg,823,617,392421,613cab7df9dad1bd04a8d00d620a15cb166c564ccd689bba868313e9102bb269,B,yes,no,"Fine cotton mop head, size M (medium)",needs_permission,candidate,fail,,"action=search; q:""Mr Mop"" 41022; q:""Mr Mop"" cotton mop Malaysia; q:""Mop"" ""41022"" Malaysia; q:""mr mop"" site:.com.my; p:https://www.pcn.com.my/mobile/prod/mr-mop-head-br; p:https://www.pcn.com.my/mobile/prod/mop; p:https://www.pcn.com.my/mobile/prod/m-4102-h-mr-mop-head; PCN is the OEM behind 'Mr.Mop' (retail listings sell it as 'PCN Mr. Mop Cotton Mop'). Official product 'M 4102-H MR.Mop Head M' (og:image used as direct URL) is the medium-size fine cotton mop head matching Ekoway's '(m) Fine Cotton Mop'; Ekoway article '41022' vs OEM code 'M 4102-H' are near-certainly the same item but strings differ slightly.; verifier_disagreement:M-size Mr.Mop head pictured but page designation 4102-H differs from claimed article 41022.",
