item_code,uom,candidate_page_url,source_owner,rights_status,match_confidence,review_status,notes,candidate_image_url,image_url,local_asset_path,checksum
SIN-SOR-SRTKS2429-BL,PCS,https://sorento.com.my/result/floor-standing-water-closet__or__nanomagma__or__others__or__seat-cover__or__semi-recessed-basin__or__squatting-pan__or__toilet-safety-handrail__or__under-mount__or__water-closet-accessories,Sorento,pending,A,candidate,Official Sorento result page lists exact SRTKS2429-BL SS304 undermount sink.
SIN-SOR-SRTKS6091,PCS,https://sorento.com.my/result/filter-tap__or__pillar-mounted__or__under-mount__or__rain-shower-head,Sorento,pending,A,candidate,Official Sorento result page lists exact SRTKS6091 SS304 undermount sink.
SIN-SOR-SRTKS2426-BL,PCS,https://sorento.com.my/result/filter-tap__or__pillar-mounted__or__under-mount__or__rain-shower-head,Sorento,pending,A,candidate,Official Sorento result page lists exact SRTKS2426-BL SS304 undermount sink.
SHO-SOR-SRTSH2623-BL,PCS,https://sorento.com.my/result/filter-tap__or__pillar-mounted__or__under-mount__or__rain-shower-head,Sorento,pending,A,candidate,Official Sorento result page lists exact SRTSH2623-BL 225mm ABS rain shower head.
TAP-SAN-SWP-B-2521,PCS,https://saniware.com/product-category/faucet/mixer-series/,Saniware,pending,A,candidate,Official Saniware category lists exact SWP-B-2521 basin pillar mixer.
TAP-SAN-SWP-B-2931,PCS,https://saniware.com/product-category/faucet/mixer-series/,Saniware,pending,A,candidate,Official Saniware category lists exact SWP-B-2931 basin pillar mixer.
TAP-SAN-SWP-B-2930,PCS,https://saniware.com/product-category/faucet/mixer-series/,Saniware,pending,A,candidate,Official Saniware category lists exact SWP-B-2930 basin pillar mixer.
TAP-SAN-SWP-B-2921,PCS,https://saniware.com/product-tag/mixer-series/,Saniware,pending,A,candidate,Official Saniware category lists exact SWP-B-2921 basin pillar mixer.
OVEN-RUB-TAE13-M266,UNIT,https://www.rubine.com.my/manual-download.php?parent_id=all,Rubine Malaysia,pending,A,candidate,Official Rubine manual page lists exact RBO-IA8X-70SS model.
OVEN-RUB-TAE13-M265,UNIT,https://www.rubine.com.my/offers/kitchen-appliances-2018-october.pdf,Rubine Malaysia,pending,A,candidate,Official Rubine publication lists exact RBO-IA6X-70SS model.
GAS-STO-RUB-TAE10-M523,UNIT,https://www.rubine.com.my/manual-download.php?parent_id=all,Rubine Malaysia,pending,A,candidate,Official Rubine manual page lists exact RGH-LOTOFLEXI2B-BLFX model.
RUB-TAE10-M371,UNIT,https://www.rubine.com.my/manual-download.php?parent_id=all,Rubine Malaysia,pending,A,candidate,Official Rubine manual page lists exact RGH-FIGATA2B-BL model.
OVEN-RUB-TAE13-M507,UNIT,https://www.rubine.com.my/manual-download.php?parent_id=all,Rubine Malaysia,pending,C,candidate,Official page lists RMO-934SS-GD34 while AutoCount includes a trailing X; verify appliance label before use.
OVEN-RUB-TAE13-M503,UNIT,https://www.rubine.com.my/manual-download.php?parent_id=all,Rubine Malaysia,pending,A,candidate,Official Rubine manual page lists exact RMO-OREO-28BL model.
FAN-STA-KHI-SF1663H,SET,https://khind.com.my/products/16-stand-fan,Khind Malaysia,pending,A,candidate,Official Khind product page matches SF1663H black 16-inch stand fan.
GAS-STO-KHI-GC7125,SET,https://khind.com.my/collections/gas-stoves,Khind Malaysia,pending,A,candidate,Official Khind gas-stove collection lists exact GC7125 model.
GAS-STO-KHI-GS1516,SET,https://khind.com.my/collections/gas-stoves,Khind Malaysia,pending,C,candidate,Official model is IGS1516 while AutoCount code says GS1516; verify physical label before use.
FAN-KHI-AF1801,SET,https://khind.com.my/collections/auto-fans,Khind Malaysia,pending,A,candidate,Official Khind auto-fan collection lists exact AF1801 model.
FAN-TAB-KHI-TF1210SE-LAV,SET,https://khind.com.my/collections/table-fans,Khind Malaysia,pending,C,candidate,Official page confirms TF1210SE; stocked sweet-lavender finish needs visual verification.
KHI-COO-RCJ188,SET,https://khind.com.my/collections/verz_import?page=40,Khind Malaysia,pending,A,candidate,Official Khind collection lists exact RCJ188 1.8L jar rice cooker.
FAN-CEI-KHI-WHI-CF618,SET,https://khind.com.my/collections/user-manuals?page=28,Khind Malaysia,pending,C,candidate,Official manual collection confirms CF618; stocked white finish and package quantity need verification.
KHI-INF-COO-IRC2000,SET,https://khind.com.my/collections/user-manuals?page=21,Khind Malaysia,pending,A,candidate,Official Khind manual collection lists exact IRC2000 infrared cooker.
KHI-COO-RC918T,SET,https://www.khind.com.my/image/data/theme/products/manual_instruction/Rice%20Cooker/rc9t-km130n20ricecooker-im_200621145459.pdf,Khind Malaysia,pending,A,candidate,Official Khind manual confirms exact RC918T model and 1.8L capacity.
OVEN-KHI-TOA-OT3005,SET,https://khind.com.my/collections/user-manuals?page=28,Khind Malaysia,pending,A,candidate,Official Khind manual collection lists exact OT3005 electric oven.
JUG-KHI-KET-EK5813,SET,https://khind.com.my/collections/user-manuals?page=28,Khind Malaysia,pending,A,candidate,Official Khind manual collection lists exact EK5813 1.7L jug kettle.
